"","Produce-1600-2541-Redacted.txt","Produce-2000.txt","Produce-3000.txt","Produce-4000.txt","Produce-5000.txt","Produce-6000.txt","Produce-Box-1-Redacted.txt","Produce-Box-5-Redacted.txt","Produce-Box-5.txt","Produce-Box-6.txt"
"lauriecmastrategiescom",0,0,0,0,0,0,0,0,0,6
"lauriehoogcapellahealthcom",0,0,0,0,0,0,0,0,1,0
"lauriekendalljpmcorg",0,0,0,0,0,0,0,0,1,0
"lautenschlager",18,0,269,0,0,0,10,0,0,0
"lautenschlagerbauerbachcom",2,0,28,0,0,0,1,0,0,0
"lavant",0,0,0,0,0,0,0,0,0,2
"laverne",0,0,0,0,0,0,0,0,0,3
"lavonculbertoscnnet",0,0,0,2,0,1,0,0,1,2
"lavpdptsinet",0,0,0,0,0,0,0,0,0,3
"law",28,1,190,248,4,2,8,11,286,38
"lawabiding",0,0,0,6,0,0,0,0,0,0
"lawful",0,0,0,0,0,0,0,0,9,0
"lawfully",0,0,0,4,0,0,0,0,0,0
"lawmakers",75,1,0,36,0,0,2,0,10,0
"lawmanndavenportokcom",0,0,0,0,0,0,0,0,0,1
"lawmaster",0,0,0,0,0,0,0,0,0,3
"lawrance",0,0,0,0,0,0,0,0,0,3
"lawrence",0,0,0,24,0,0,0,0,0,0
"lawrenceburg",0,0,0,4,0,0,0,0,0,0
"laws",2,0,17,48,0,3,0,0,8,1
"lawsuit",16,16,3,72,0,1,0,16,60,0
"lawsuits",4,0,1,11,0,0,0,0,6,0
"lawsuitsare",0,0,1,1,0,0,0,0,0,0
"lawton",0,0,2,17,0,0,0,0,0,28
"lawyer",5,0,14,10,0,0,0,0,0,0
"lawyerclient",0,0,3,0,0,0,0,0,0,0
"lawyering",0,0,0,0,0,0,0,0,1,0
"lawyers",4,0,26,14,0,0,3,0,1,0
"lay",0,0,0,2,0,0,0,0,0,0
"layman",6,0,0,0,0,0,0,0,0,3
"layoffs",0,0,0,0,0,0,0,0,0,1
"lbakernationalcowboymuseumorg",0,0,0,0,0,0,0,0,1,0
"lbergerokcuedu",0,0,0,0,0,0,0,0,1,0
"lbraymidwestcityokorg",0,0,0,0,0,0,0,0,0,3
"lbreashearscityoftulsaorg",0,0,0,0,0,0,0,0,0,3
"lbreweryahoocom",0,0,0,0,0,0,0,0,0,1
"lbrownocsonet",0,0,0,0,0,0,0,0,0,1
"lbrownoneokcom",0,0,0,0,0,0,0,0,0,1
"lbs",0,0,0,0,0,0,0,0,0,3
"lbussellenidcom",0,0,0,0,0,0,0,0,0,2
"lcarmichaelvarietycareorg",0,0,0,0,0,0,0,0,0,1
"lcarterokmedicalboardorg",0,0,0,0,0,0,0,0,0,1
"lcasfillobancfirstcom",0,0,0,0,0,0,0,0,0,1
"lcastillobancflrstcom",0,0,0,0,0,0,0,0,0,1
"lcm",0,0,0,2,0,0,0,0,0,0
"lcnchandlersbcglobalnet",0,0,0,0,0,0,0,0,0,2
"lcntattnet",0,0,0,0,0,0,0,0,0,1
"ldabel",0,0,0,0,0,0,0,0,0,3
"ldeeoliphantgmailcom",0,0,0,0,0,1,0,0,0,0
"ldillinghamdurantorg",0,0,0,0,0,0,0,0,0,1
"ldjoneschickasawphonenet",0,0,0,0,0,0,0,0,0,2
"ldpuyearaepcom",1,0,0,0,0,0,0,0,0,0
"ldthwoodardaolcom",2,0,28,0,0,0,1,0,0,0
"lea",0,0,0,0,0,0,0,0,0,1
"leach",0,0,0,6,0,0,0,0,0,0
"lead",5,0,1,9,0,1,1,5,24,1
"leader",4,0,0,71,0,0,0,0,6,27
"leaderpldinet",0,0,0,0,0,0,0,0,0,2
"leaders",63,0,1,83,0,0,0,2,11,4
"leadership",33,0,117,269,0,1,5,17,50,13
"leadershipis",0,0,0,10,0,0,0,0,0,0
"leading",5,0,0,40,0,0,0,8,10,0
"leads",0,0,7,0,0,1,0,0,0,0
"league",0,0,0,2,0,1,0,0,0,3
"leahpattonoscnnet",0,0,0,2,0,1,0,0,1,2
"leahstewartintegrisokcom",0,0,0,0,0,0,0,0,0,1
"leak",0,0,0,0,0,0,1,0,0,0
"leaked",0,0,0,0,0,0,3,0,0,0
"leaner",0,0,0,0,0,0,0,0,2,0
"leannediasdasilvagmailcom",0,0,0,0,0,0,0,0,0,1
"leanneryahoocom",0,0,0,0,0,0,0,0,0,1
"leans",4,0,0,0,0,0,0,0,0,0
"learn",23,1,0,60,0,0,0,0,6,1
"learned",4,0,0,0,0,1,0,0,0,2
"learning",0,0,0,23,0,0,0,0,5,2
"leases",0,0,1,1,0,0,1,0,0,0
"leasesdoc",0,0,0,0,0,0,1,0,0,0
"leasing",0,0,1,1,0,0,0,0,0,0
"least",18,0,8,18,0,0,2,0,8,1
"leastcost",2,0,0,0,0,0,0,0,0,0
"leathers",0,0,0,0,0,0,0,0,0,1
"leave",17,0,0,24,0,0,1,0,10,1
"leaves",0,0,0,2,0,0,0,0,0,0
"leaving",32,0,1,13,0,0,0,0,14,0
"leavitt",0,0,2,64,0,0,2,0,0,0
"leburksnwosuedu",0,0,0,0,0,0,0,0,0,3
"lec",0,0,0,0,0,0,0,0,32,3
"lechnermountainstateslegalcom",0,0,0,6,0,0,0,0,0,0
"lecture",0,0,0,4,0,0,0,0,0,1
"lecturer",0,0,0,6,0,0,0,0,0,0
"lectures",0,0,0,6,0,0,0,3,5,0
"led",15,0,1,10,0,0,0,0,2,1
"ledger",0,0,0,0,0,0,0,0,0,3
"ledtljunocom",0,0,0,0,0,0,0,0,0,1
"ledwidge",0,0,0,0,0,0,0,0,0,2
"lee",28,0,279,305,17,2,12,0,33,19
"leecamargoquinnapmexcom",0,0,0,0,0,0,0,0,0,1
"leedenneyokhousegov",0,0,0,0,0,1,0,0,1,0
"leedey",0,0,0,0,0,0,0,0,0,3
"leeds",0,0,0,0,0,0,0,0,0,1
"leef",0,0,0,4,0,0,0,2,2,0
"leehan",0,0,0,0,0,0,0,0,0,3
"leelevinsonsbcglobalnet",0,0,2,2,0,0,2,0,0,0
"leesa",6,0,0,29,0,0,0,0,0,0
"leesathompsonoagokgov",0,0,0,3,0,0,0,0,0,0
"leesathompsonoagstateokus",0,0,0,7,0,0,2,0,0,0
"leewstaussmilmailmil",0,0,0,0,0,0,0,0,0,1
"leflore",0,0,0,0,0,0,0,0,0,3
"left",18,0,2,55,0,4,0,0,12,4
"lefts",0,0,0,10,0,0,0,0,0,0
"lefty",0,0,0,6,0,0,0,0,0,0
"leg",0,0,0,0,0,0,0,0,0,12
"legacy",0,0,0,6,0,0,0,0,4,0
"legal",6,1,58,226,3,4,0,0,60,1
"legally",1,0,159,47,2,0,0,1,19,3
"legallymandated",0,0,6,0,0,0,0,0,0,0
"legend",0,0,0,0,0,0,0,0,0,8
"legislation",1,0,14,18,0,0,0,0,45,2
"legislative",90,0,105,24,0,0,5,5,29,12
"legislativelitigation",0,0,0,6,0,0,0,0,0,0
"legislator",17,0,0,3,0,0,0,0,2,0
"legislators",56,0,0,8,0,0,0,0,5,4
"legislature",4,0,0,14,0,0,0,0,2,2
"legitimate",0,0,0,3,0,0,0,0,0,0
"legs",0,0,0,0,0,0,0,0,0,2
"lehman",0,0,0,0,0,0,0,0,0,1
"leickmanoccforg",0,0,0,2,0,1,0,0,1,1
"leigh",0,0,0,24,0,0,0,0,0,1
"leighmorrisagkygov",0,0,0,24,0,0,0,0,0,0
"leighton",0,0,0,0,0,0,0,0,0,6
"lein",0,0,0,0,0,0,0,0,0,3
"lemaster",0,0,0,0,0,0,0,0,0,1
"lemley",0,0,0,0,0,0,0,0,10,0
"lemon",0,0,0,27,0,0,0,0,0,0
"lenard",0,0,0,0,0,0,0,0,0,3
"lenden",0,0,0,0,0,0,0,0,0,3
"length",0,0,0,0,0,0,0,0,3,0
"lengthier",7,0,0,0,0,0,0,0,0,0
"lengthy",0,0,0,1,0,0,0,0,0,0
"lenice",0,0,0,0,0,0,0,0,0,1
"lenicekeimchkcom",0,0,0,0,0,0,0,0,0,2
"lennis",0,0,0,0,0,0,0,0,0,1
"lenti",0,0,0,0,0,0,5,0,0,0
"leo",20,0,0,0,0,0,0,0,0,0
"leon",0,0,0,0,17,0,0,0,26,1
"leonard",37,0,1,4,17,0,0,0,27,3
"leonidas",4,0,0,0,0,0,0,0,0,0
"lepage",0,0,0,6,0,0,0,0,0,0
"lepeditorlsbcglobalnet",0,0,0,0,0,0,0,0,0,1
"leppersonywcaokcorg",0,0,0,2,0,1,0,0,1,2
"lerch",0,0,0,0,4,0,0,0,0,0
"lerner",5,0,1,6,0,0,0,0,0,0
"leroy",0,0,0,0,0,0,0,0,0,3
"les",0,0,0,0,0,0,0,0,0,1
"lesa",5,0,0,0,0,0,0,0,4,1
"lesarouseyyahoocom",0,0,0,0,0,0,0,0,0,1
"lesasmaligogroupcom",0,0,0,0,0,0,0,0,0,1
"lesbian",0,0,0,0,0,2,0,0,0,0
"lesia",0,0,4,11,7,0,0,0,18,3
"leslie",0,0,2,12,0,0,0,1,3,6
"leslieablairgmailcom",0,0,0,0,0,0,0,0,0,3
"leslieblairodocstateokus",0,0,0,0,0,0,0,0,0,1
"leslieblairtravelokcom",0,0,0,0,0,0,0,0,0,2
"leslieedchoiceorg",0,0,0,16,0,0,0,0,0,0
"lesliemosemariettapoliceorg",0,0,0,0,0,0,0,0,0,1
"leslieosbornokhousegov",0,0,0,0,0,1,0,0,2,0
"lesliesatgwagov",0,0,91,25,0,0,0,0,0,0
"less",11,0,2,38,0,0,0,2,24,0
"lessening",0,0,0,0,0,0,2,0,0,0
"lesser",0,0,1,11,0,0,0,0,0,0
"lesson",16,0,0,0,0,0,0,0,5,0
"lessons",0,0,0,6,0,0,0,0,8,0
"lester",0,0,0,9,0,0,0,1,1,3
"let",171,0,249,263,1,6,22,14,35,11
"lets",8,0,11,9,0,0,1,0,6,1
"letter",145,0,665,56,0,0,64,4,15,1
"letterblm",0,0,0,3,0,0,0,0,0,0
"letterhead",0,0,0,1,0,0,0,0,0,0
"lettering",0,0,0,0,0,0,0,0,0,2
"letterpdf",0,0,0,0,0,0,0,0,2,0
"letters",0,0,2,4,0,0,0,12,12,0
"letting",0,0,0,7,0,0,0,0,0,0
"leukemia",0,0,0,0,0,0,0,0,0,1
"leuty",0,0,0,0,0,0,0,0,0,2
"level",2,0,0,19,3,5,0,0,8,1
"levels",0,0,0,81,0,0,0,0,5,1
"levendosky",0,0,0,0,0,0,0,0,0,2
"leverington",0,0,0,0,0,0,0,0,0,2
"levey",3,0,0,0,0,0,0,0,0,0
"levick",0,0,0,0,0,0,0,0,0,3
"leviheardgmailcom",0,0,0,0,0,0,0,0,0,1
"levine",0,0,1,0,0,0,0,0,0,0
"levingston",0,0,0,0,0,0,0,0,0,12
"lewallen",0,5,0,90,0,0,0,0,0,0
"lewis",6,0,3,14,0,0,0,0,2,13
"lewismcchord",0,0,0,0,0,0,0,0,0,2
"lewismooreokhousegov",0,0,0,0,0,1,0,0,1,0
"lewisoscn",0,0,0,0,0,0,0,0,0,1
"lewisyelinusdojgov",0,0,0,10,0,0,0,0,0,0
"lexington",0,0,0,0,0,1,0,0,0,3
"ley",0,0,0,0,0,0,0,0,0,1
"lfisherceosforcitiesorg",2,0,28,0,0,0,1,0,0,0
"lfletcherheraldaolcom",0,0,0,0,0,0,0,0,0,2
"lfunderburgvarietycareorg",0,0,0,0,0,0,0,0,0,1
"lgamblefamilybuildersokorg",0,0,0,0,0,0,0,0,0,1
"lgamblepacemailorg",0,0,0,2,0,0,0,0,0,1
"lgbt",0,0,0,0,0,1,0,0,0,0
"lgbtfriendly",0,0,0,0,0,2,0,0,0,0
"lgelnarmecom",0,0,0,0,0,0,0,0,0,6
"lgiebinkgooglecom",0,0,0,1,0,0,0,0,0,0
"lgodmanokcmetroalliancecom",0,0,0,0,0,1,0,0,1,0
"lgpddispatchhotmailcom",0,0,0,0,0,0,0,0,0,1
"lgreenchoctawnafioncom",0,0,0,0,0,0,0,0,0,1
"lgreenchoctawnationcom",0,0,0,0,0,0,0,0,0,2
"lgzeligsongmailcom",0,0,0,20,0,0,0,0,0,0
"lhenryteemorg",0,0,0,2,0,1,0,0,1,0
"lhobbswestoknet",0,0,0,0,0,0,0,0,0,1
"lia",5,0,0,0,0,0,0,0,4,0
"liabilities",4,0,0,0,0,0,0,0,0,1
"liability",0,0,12,18,0,1,0,1,2,3
"liaison",0,0,0,0,0,0,0,0,0,5
"liaisonemergency",0,0,0,0,0,0,0,0,0,3
"liberal",13,0,16,46,0,0,0,0,2,0
"liberalization",4,0,0,0,0,0,0,0,0,0
"liberals",4,0,0,0,0,0,0,0,0,0
"liberate",0,0,0,6,0,0,0,0,0,0
"liberation",32,0,0,0,0,0,0,0,0,0
"libertarian",0,0,0,6,0,0,0,0,0,0
"liberties",0,0,0,0,0,1,0,0,0,0
"liberty",26,0,0,185,0,10,0,21,61,1
"libraries",7,0,0,8,0,0,0,0,0,0
"library",0,0,0,4,0,0,0,0,5,0
"license",3,0,0,0,0,0,0,0,0,0
"licensed",0,0,0,0,0,0,0,0,32,0
"licensing",0,0,0,6,0,0,0,0,0,0
"licensure",0,0,0,0,0,0,0,0,0,10
"lie",4,0,0,0,0,0,0,0,1,0
"liebmann",5,0,0,0,0,0,0,0,4,0
"lied",0,0,0,0,0,0,0,0,5,0
"lies",0,0,0,0,0,0,0,0,5,0
"lieu",0,0,0,0,0,0,0,0,0,4
"lieutenant",0,0,0,0,0,0,0,0,0,95
"lieutenantcommunications",0,0,0,0,0,0,0,0,0,3
"lieutenantdetective",0,0,0,0,0,0,0,0,0,1
"lieutenantflo",0,0,0,0,0,0,0,0,0,3
"lieutenantsector",0,0,0,0,0,0,0,0,0,2
"lieutenantsupervisor",0,0,0,0,0,0,0,0,0,3
"life",24,0,1,17,0,0,0,8,18,4
"lifeboat",4,0,0,0,0,0,0,0,0,0
"lifeline",0,0,0,0,0,0,3,5,10,0
"lifelong",4,0,0,0,0,0,0,0,0,0
"lifes",4,0,0,0,0,0,0,0,0,0
"lifesaver",0,0,0,0,0,0,0,0,1,0
"lifesaving",0,0,0,0,0,0,0,0,8,0
"lifetime",4,0,0,14,0,0,0,0,0,0
"lift",0,0,0,164,0,0,0,0,0,0
"ligament",0,0,0,3,0,0,0,0,0,0
"light",2,0,0,7,0,0,0,0,5,3
"lightening",1,0,0,0,0,0,0,0,0,0
"lightning",3,0,0,0,0,0,0,0,0,0
"lights",0,0,0,0,0,1,0,0,0,0
"ligon",0,0,0,0,0,0,0,0,0,3
"lii",0,0,0,0,0,0,0,0,0,1
"like",115,10,144,456,3,9,21,21,108,2
"likelihood",0,0,0,8,0,0,0,0,1,0
"likely",22,0,107,32,0,0,5,0,13,1
"likened",0,0,0,6,0,0,0,0,0,0
"likes",0,0,0,5,0,0,0,0,0,0
"likewise",0,0,0,6,0,0,0,0,0,0
"liles",0,0,0,0,0,0,0,0,0,6
"lillard",0,0,0,0,0,0,0,0,0,1
"lilly",0,0,7,0,0,0,0,0,0,0
"limb",0,0,0,0,0,0,0,0,0,4
"limes",0,0,0,0,0,0,0,0,0,3
"limit",0,0,0,9,0,0,0,0,0,0
"limitations",0,0,0,0,0,0,0,0,1,0
"limited",23,0,3,40,0,0,0,11,24,0
"limiting",0,0,0,6,0,0,0,0,16,0
"limits",1,0,1,12,0,0,0,0,0,0
"limousine",0,0,0,0,0,0,0,0,5,0
"limtiaco",18,0,262,0,0,0,10,0,0,0
"lin",0,0,0,24,0,0,0,0,0,2
"lincoln",289,25,1,752,0,7,0,82,356,6
"linda",9,0,7,24,0,0,0,0,8,5
"lindaecapitolnet",0,0,0,0,0,0,0,0,0,2
"lindahadleyicfbigov",0,0,0,0,0,0,0,0,0,1
"lindahadleyicthigov",0,0,0,0,0,0,0,0,0,2
"lindahammerupnllccom",0,0,0,0,0,0,0,0,0,5
"lindahenrycoxcom",0,0,0,0,0,0,0,0,1,0
"lindajohnstoncenterpointenergycom",0,0,0,0,17,0,0,0,26,0
"lindamartinsbcglobalnet",0,0,0,0,0,0,0,0,0,1
"lindashingletonkwcom",0,0,0,0,0,2,0,0,0,0
"lindawyacooscnnet",0,0,0,2,0,1,0,0,1,2
"lindellnewtonusarmymil",0,0,0,0,0,0,0,0,0,2
"linden",0,0,0,0,0,0,0,4,4,0
"lindsay",0,0,0,0,0,0,0,0,0,6
"lindsayhoutsgmailcom",0,0,0,0,0,0,0,0,0,1
"lindsayjsparksgmailcom",0,0,0,0,0,0,0,0,0,1
"lindsays",0,0,0,0,0,0,0,0,0,1
"lindsey",8,0,0,38,0,0,0,10,15,0
"lindstrom",0,0,0,24,0,0,0,0,0,0
"lindstromamichigangov",0,0,0,24,0,0,0,0,0,0
"line",12,0,4,51,0,7,0,0,1,2
"lines",4,0,2,38,0,4,0,0,0,1
"lineup",2,0,0,0,0,0,0,0,0,0
"link",2,0,7,19,0,1,0,0,10,4
"linked",4,0,0,0,0,0,0,0,0,0
"linkedin",0,0,19,0,0,0,0,0,0,0
"links",3,0,3,127,2,1,0,0,1,0
"linn",0,0,0,0,0,0,0,0,0,2
"linntccsheriffnet",0,0,0,0,0,0,0,0,0,1
"lionelsimsdcgov",0,0,10,0,0,0,0,0,0,0
"lipshultz",0,0,30,6,0,0,0,0,0,0
"liquid",0,0,0,0,0,0,0,0,1,0
"liquids",0,0,0,0,0,0,0,0,3,0
"lisa",5,0,1,1,0,0,0,0,5,15
"lisadavisoscnnet",4,0,0,0,0,0,0,0,0,0
"lisadayomrforg",0,0,0,0,0,0,0,0,0,1
"lisajbillyokhousegov",0,0,0,2,0,1,0,0,1,1
"lisaklbahotmailcom",0,0,0,0,0,2,0,0,0,0
"lisamegamediabiz",0,0,0,0,0,0,0,0,1,0
"lisapendarviscancerorg",0,0,0,0,0,0,0,0,0,1
"lisarepcoxnet",0,0,0,0,0,0,0,0,0,5
"lisette",0,0,0,0,0,0,0,0,0,2
"list",12,0,51,47,0,1,1,0,21,2
"listed",9,0,106,2,0,0,6,0,0,0
"listen",0,0,0,0,0,0,0,0,0,1
"listenelenagmaiicom",0,0,0,0,0,0,0,0,0,1
"listenelenagmailcom",0,0,0,0,0,0,0,0,0,1
"listening",0,0,0,0,0,0,0,0,4,0
"listing",0,0,1,1,0,0,0,0,0,0
"listings",0,0,1,1,0,0,0,0,0,0
"lists",0,0,1,29,0,0,1,0,0,0
"literally",0,0,0,0,0,0,0,0,5,0
"litigants",0,0,1,1,0,0,0,0,0,0
"litigation",0,0,5,41,0,0,0,0,1,0
"little",11,0,20,7,3,0,0,0,4,2
"littlenoticed",0,0,0,6,0,0,0,0,0,0
"live",7,0,1,41,0,4,0,0,18,1
"lives",40,0,0,40,0,0,0,0,10,1
"livestock",0,0,0,0,0,0,0,0,5,0
"living",5,0,0,16,0,1,0,0,0,1
"liz",9,0,0,0,0,0,0,0,5,4
"lizyoungouhscedu",0,0,0,0,0,0,0,0,0,1
"lizyoungsdeokgov",0,0,0,0,0,2,0,0,0,0
"ljacksonpriceedwardscom",0,0,0,0,0,0,0,0,0,2
"ljohnsonsheriffcomanchecom",0,0,0,0,0,0,0,0,0,1
"lkimbledpsstateokus",0,0,0,0,0,0,0,0,0,3
"lkitchelpaynecountyorg",0,0,0,0,0,0,0,0,0,1
"lkrousgmailcom",0,0,0,0,0,0,0,0,0,6
"llanetcsoorg",0,0,0,0,0,0,0,0,0,1
"llc",5,0,1,15,0,3,0,0,1,4
"lliams",0,0,0,0,0,0,0,0,0,1
"llimberoklahomacountyorg",0,0,0,0,0,0,0,0,0,1
"llofl",0,0,0,0,0,0,0,0,0,1
"llovecityofmoorecom",0,0,0,0,0,0,0,0,0,2
"lloyd",0,0,0,0,0,0,0,0,0,1
"lloydsaxumcom",0,0,0,0,0,0,0,0,0,2
"lloydsnowsanditesorg",0,0,0,0,0,2,0,0,0,0
"llp",1,0,51,21,0,0,0,0,2,1
"lls",0,0,0,0,0,0,0,0,0,5
"lmahamadlpsorg",0,0,0,0,0,0,0,0,0,2
"lmahamedlawtonpsorg",0,0,0,0,0,0,0,0,0,3
"lmc",0,0,0,0,0,0,3,0,0,0
"lmcallistermorganlewiscom",0,0,7,19,0,0,0,0,0,0
"lmcarlene",0,0,0,0,0,0,1,0,0,0
"lmccheryl",0,0,0,0,0,0,1,0,0,0
"lmckelsay",0,0,0,0,0,0,1,0,0,0
"lmclaurie",0,0,0,0,0,0,1,0,0,0
"lmcmatt",0,0,0,0,0,0,1,0,0,0
"lmcmelissa",0,0,0,0,0,0,1,0,0,0
"lmcrenee",0,0,0,0,0,0,1,0,0,0
"lmctrenton",0,0,0,0,0,0,1,0,0,0
"lmileprairiegmailcom",0,0,0,0,0,0,0,0,0,3
"lminickcpnpdorg",0,0,0,0,0,0,0,0,0,3
"lnglisamsncom",0,0,0,0,0,2,0,0,0,0
"lnhofe",0,0,0,0,0,0,0,0,0,4
"lnicolloccemailcom",0,0,0,0,0,0,0,0,0,4
"lnteriorblm",0,0,0,0,0,0,0,0,0,2
"lnvesfigatorflo",0,0,0,0,0,0,0,0,0,1
"load",0,0,0,0,0,3,0,0,0,0
"loan",4,0,0,0,0,0,0,0,0,0
"loaning",1,0,0,0,0,0,0,0,0,0
"lobby",43,10,0,93,0,1,0,8,28,0
"lobbying",0,0,0,12,0,0,0,0,0,0
"lobbyokcoxnet",0,0,0,0,0,0,0,0,0,1
"lobbys",0,0,0,24,0,0,0,0,0,0
"local",37,0,10,35,0,0,0,0,14,0
"locate",0,0,0,0,0,0,4,0,0,0
"located",7,0,1,9,0,1,0,0,0,0
"location",9,0,0,420,0,2,0,9,17,3
"locations",1,0,1,12,0,0,0,0,20,0
"locationtbd",1,0,0,0,0,0,0,0,0,0
"lockdown",0,0,0,6,0,0,0,0,0,0
"locked",4,0,0,0,0,0,0,0,0,0
"lockemupdeanoyahoocom",0,0,0,0,0,0,0,0,0,3
"lockhart",0,0,0,0,0,0,0,0,0,1
"locust",0,0,0,0,0,0,0,0,0,3
"lodge",0,0,0,4,0,0,0,0,0,0
"lodging",0,0,0,0,0,0,0,0,16,0
"lof",0,0,0,0,0,0,0,0,0,3
"lofl",0,0,0,0,0,0,0,0,0,1
"loftiss",0,0,0,0,0,0,0,0,0,1
"logan",0,0,0,0,17,0,0,0,26,18
"loganagnellogmailcom",0,0,0,0,0,0,0,0,0,6
"loggins",0,0,2,2,0,0,2,0,0,0
"logic",0,0,0,2,0,0,0,0,5,0
"logical",4,0,0,0,0,0,1,0,0,0
"logistical",0,0,0,4,0,0,0,0,0,0
"logistics",0,0,0,0,0,0,0,0,0,4
"logo",0,0,0,36,0,0,0,0,0,0
"loicloudcom",0,0,0,0,0,0,0,0,0,1
"lois",5,0,0,0,0,0,0,0,0,0
"lokcorg",0,0,0,0,0,0,0,0,0,1
"lol",0,0,0,2,0,0,0,0,0,1
"loma",0,0,0,4,0,0,0,0,0,0
"london",0,0,25,0,0,0,0,0,0,3
"lone",0,0,0,0,0,0,0,0,0,4
"lonebukyahoocom",0,0,0,0,0,0,0,0,0,1
"lonewolfpdlyahoocom",0,0,0,0,0,0,0,0,0,1
"long",29,1,0,84,40,1,0,0,65,9
"longacre",5,0,0,0,0,0,0,0,4,3
"longer",1,0,14,15,0,0,0,1,1,0
"longhat",0,0,0,0,0,0,0,0,0,3
"longterm",0,0,0,12,0,0,0,0,0,2
"longtime",0,0,0,0,0,0,0,0,10,0
"lonnie",0,0,0,0,0,0,0,0,0,4
"loofo",0,0,0,0,0,0,0,0,0,1
"look",66,0,24,73,3,0,6,2,61,1
"looked",0,0,0,8,0,0,0,0,0,0
"looking",78,0,0,34,0,0,1,0,10,9
"looks",41,0,17,12,0,0,0,0,7,0
"loop",0,0,40,0,0,0,0,0,0,0
"looper",0,0,0,0,0,0,0,0,0,3
"looters",0,0,0,0,0,0,0,0,10,0
"lord",0,0,2,8,1,0,2,0,6,0
"loren",0,0,0,0,0,0,0,0,0,2
"lorenzen",0,0,50,0,0,0,0,0,0,0
"loretta",0,0,0,6,0,0,0,0,0,0
"lori",6,0,2,29,17,0,2,0,26,6
"loriencfaucobaltpixelcom",0,0,0,0,0,0,0,0,1,0
"loriencfaugmailcom",0,0,0,0,0,0,0,0,1,0
"lorifullbrightnewsonnet",0,0,0,0,0,0,0,0,0,2
"lorismith",0,0,0,0,0,0,0,0,0,1
"lorismithokcgov",0,0,0,0,0,0,0,0,0,4
"loriwohldvncom",0,0,0,0,0,0,0,0,0,1
"lorrie",0,0,0,0,0,0,0,0,0,3
"lorriebernsteinmossadamscom",0,0,0,0,0,0,0,0,0,2
"lorry",0,0,0,0,0,0,0,0,0,15
"los",0,0,0,0,0,0,0,0,0,2
"lose",4,0,0,13,0,0,0,0,0,0
"loss",0,0,0,7,0,0,0,0,0,0
"losses",0,0,0,8,0,0,0,1,1,2
"lost",10,0,15,9,0,0,1,0,0,0
"lot",3,1,0,20,0,0,0,0,0,0
"lots",7,0,105,6,0,0,5,0,0,0
"lottery",0,0,0,30,0,0,0,0,0,0
"lotterys",0,0,0,3,0,0,0,0,0,0
"lotus",0,0,0,32,0,0,0,0,0,0
"lou",0,0,0,0,0,0,0,0,0,2
"loud",0,0,0,6,0,0,0,0,0,0
"loudermilk",0,0,0,0,0,0,0,0,0,3
"louis",0,0,0,0,0,0,0,0,0,1
"louisebighearffimescom",0,0,0,0,0,0,0,0,0,1
"louisebighearthmescom",0,0,0,0,0,0,0,0,0,1
"louiseplslibokus",0,0,0,0,0,0,0,0,1,0
"louisfiowersweatherfordpdorg",0,0,0,0,0,0,0,0,0,1
"louisiana",0,0,0,34,0,0,0,0,3,0
"loukohlmansbcglobalnet",0,0,0,2,0,1,0,0,1,2
"louscheidemantelnicomaparkpolicecom",0,0,0,0,0,0,0,0,0,1
"love",42,0,0,46,0,1,0,7,23,4
"loveland",0,0,0,0,0,0,0,0,0,1
"loveless",0,0,1,1,0,0,0,0,1,3
"lovelesslsbstateokus",0,0,0,0,0,0,0,0,0,2
"lovelessoksenategov",0,0,0,0,0,1,0,0,1,0
"lovely",0,0,0,1,0,0,0,0,0,1
"loves",0,0,0,72,0,0,0,0,0,0
"lovett",0,0,0,0,0,0,0,0,0,3
"low",5,0,2,9,0,0,0,0,1,4
"lowe",0,0,0,0,0,0,0,0,0,3
"lowell",0,0,0,0,0,0,0,0,0,1
"lower",5,0,0,32,3,0,0,0,24,0
"lowered",0,0,0,2,0,0,0,0,0,0
"lowering",0,0,0,6,0,0,0,0,0,0
"lowertax",28,0,0,0,0,0,0,0,0,0
"lowest",0,0,2,4,0,0,0,0,0,0
"lowry",0,0,0,0,0,0,0,0,0,1
"lowtax",0,0,0,0,0,0,0,0,10,0
"loyal",0,0,0,0,0,0,0,0,10,3
"lpadenionetnet",2,0,0,51,0,3,0,0,0,0
"lpadenionetnetmailtolpadenionetnet",0,0,0,1,0,0,0,0,0,0
"lpartgallerygmailcom",0,0,0,0,0,0,0,0,1,0
"lperryregionalfoodbankorg",0,0,0,0,0,0,0,0,0,2
"lpetermanokstatechambercom",0,0,0,0,0,0,0,0,0,1
"lpeverartscouncilokccom",0,0,0,0,0,0,0,0,0,1
"lpkomocoxnet",0,0,0,2,0,1,0,0,0,2
"lpl",1,0,0,0,0,0,0,0,0,0
"lplktayloraolcom",0,0,0,0,0,0,0,0,0,6
"lpoarchdpsstateokus",0,0,0,0,0,0,0,0,0,3
"lpollardoccemailcom",0,0,0,0,0,0,0,0,0,1
"lreddencpdyahoocom",0,0,0,0,0,0,0,0,0,1
"lrhodesgarvincountysheriffnet",0,0,0,0,0,0,0,0,0,1
"lsaacs",0,0,0,0,0,0,0,0,0,1
"lsaenzoccemailcom",2,0,0,7,0,0,0,0,0,0
"lsaiahlevinggmailcom",0,0,0,0,0,0,0,0,0,4
